province,province_code,city,city_code,area,area_code,zip
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bactul I,PH-SLE-7-3,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bactul II,PH-SLE-7-4,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Badiang,PH-SLE-7-5,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bagtican,PH-SLE-7-6,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Basak,PH-SLE-7-7,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bato I,PH-SLE-7-8,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bato II,PH-SLE-7-9,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Batuan,PH-SLE-7-10,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Baugo,PH-SLE-7-11,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bilibol,PH-SLE-7-12,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Bogo,PH-SLE-7-13,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Cabadiangan,PH-SLE-7-14,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Cabulihan,PH-SLE-7-15,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Cagnituan,PH-SLE-7-16,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Cambooc,PH-SLE-7-17,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Cansirong,PH-SLE-7-18,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Canturing,PH-SLE-7-19,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Canyuom,PH-SLE-7-20,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Combado,PH-SLE-7-21,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Dongon,PH-SLE-7-22,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Gawisan,PH-SLE-7-23,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Guadalupe,PH-SLE-7-24,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Hanginan,PH-SLE-7-25,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Hantag,PH-SLE-7-26,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Hinapu Daku,PH-SLE-7-27,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Hinapu Gamay,PH-SLE-7-28,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Ibarra,PH-SLE-7-29,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Isagani,PH-SLE-7-30,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Laboon,PH-SLE-7-31,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Lanao,PH-SLE-7-32,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Libertad,PH-SLE-7-33,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Libhu,PH-SLE-7-34,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Lib-og,PH-SLE-7-35,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Lonoy,PH-SLE-7-36,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Lunas,PH-SLE-7-37,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Mahayahay,PH-SLE-7-38,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Malapoc Norte,PH-SLE-7-39,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Malapoc Sur,PH-SLE-7-40,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Mambajao (Pob.),PH-SLE-7-41,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Manhilo,PH-SLE-7-42,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Mantahan (Pob.),PH-SLE-7-43,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Maria Clara,PH-SLE-7-44,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Matin-ao,PH-SLE-7-45,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Nasaug,PH-SLE-7-46,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Nati,PH-SLE-7-47,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Nonok Norte,PH-SLE-7-48,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Nonok Sur,PH-SLE-7-49,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Panan-awan,PH-SLE-7-50,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Pansaan,PH-SLE-7-51,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Pasay,PH-SLE-7-52,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Pinascohan,PH-SLE-7-53,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Rizal,PH-SLE-7-54,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,San Agustin,PH-SLE-7-55,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,San Isidro,PH-SLE-7-56,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,San Jose,PH-SLE-7-57,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,San Rafael,PH-SLE-7-58,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Santa Cruz,PH-SLE-7-59,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Santa Rosa,PH-SLE-7-60,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Santo Ni,PH-SLE-7-61,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Santo Rosario,PH-SLE-7-62,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Soro-soro,PH-SLE-7-63,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tagnipa (Pob.),PH-SLE-7-64,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tam-is,PH-SLE-7-65,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tawid,PH-SLE-7-66,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tigbawan,PH-SLE-7-67,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tomoy-tomoy,PH-SLE-7-68,6600
Southern Leyte,PH-SLE,Maasin City,PH-SLE-7,Tunga-tunga (Pob.),PH-SLE-7-69,6600
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Aguinaldo,PH-SLE-8-0,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Amparo,PH-SLE-8-1,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Asuncion,PH-SLE-8-2,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Bagong Silang,PH-SLE-8-3,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Buscayan,PH-SLE-8-4,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Cambaro,PH-SLE-8-5,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Canlusay,PH-SLE-8-6,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Danao,PH-SLE-8-7,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Flordeliz,PH-SLE-8-8,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Guadalupe,PH-SLE-8-9,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Ichon,PH-SLE-8-10,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Ilihan,PH-SLE-8-11,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Laray,PH-SLE-8-12,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Lower Villa Jacinta,PH-SLE-8-13,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Mabini,PH-SLE-8-14,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Mohon,PH-SLE-8-15,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Molopolo,PH-SLE-8-16,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Rizal,PH-SLE-8-17,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Salvador (Mangyang),PH-SLE-8-18,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,San Isidro,PH-SLE-8-19,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,San Joaquin,PH-SLE-8-20,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,San Roque,PH-SLE-8-21,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,San Vicente (Upper San Roque),PH-SLE-8-22,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,San Vicente Poblacion,PH-SLE-8-23,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Santa Cruz (Pob.),PH-SLE-8-24,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Santo Ni,PH-SLE-8-25,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Santo Rosario (Pob.),PH-SLE-8-26,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Sindangan,PH-SLE-8-27,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Upper Ichon,PH-SLE-8-28,6601
Southern Leyte,PH-SLE,Macrohon,PH-SLE-8,Upper Villa Jacinta,PH-SLE-8-29,6601
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Abgao,PH-SLE-9-0,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Asuncion,PH-SLE-9-1,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Aurora,PH-SLE-9-2,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Benit,PH-SLE-9-3,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Caaga,PH-SLE-9-4,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Cabul-anonan (Pob.),PH-SLE-9-5,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Cadaruhan,PH-SLE-9-6,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Cadaruhan Sur,PH-SLE-9-7,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Candatag,PH-SLE-9-8,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Cantamuac,PH-SLE-9-9,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Caraatan,PH-SLE-9-10,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Concepcion,PH-SLE-9-11,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Fatima,PH-SLE-9-12,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Guinabonan,PH-SLE-9-13,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Iba,PH-SLE-9-14,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Juangon,PH-SLE-9-15,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Kalingking,PH-SLE-9-16,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Kauswagan,PH-SLE-9-17,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Kiabo,PH-SLE-9-18,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Lambonao,PH-SLE-9-19,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Mahayahay,PH-SLE-9-20,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Maningning,PH-SLE-9-21,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Maujo,PH-SLE-9-22,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Mindagat,PH-SLE-9-23,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,New Katipunan,PH-SLE-9-24,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Omagling,PH-SLE-9-25,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Pancil,PH-SLE-9-26,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Pasil (Pob.),PH-SLE-9-27,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Patpat,PH-SLE-9-28,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Poblacion,PH-SLE-9-29,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Sabang,PH-SLE-9-30,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Sampiano,PH-SLE-9-31,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Antonio (Pob.),PH-SLE-9-32,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Isidro,PH-SLE-9-33,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Jose,PH-SLE-9-34,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Luis,PH-SLE-9-35,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Roque,PH-SLE-9-36,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,San Vicente,PH-SLE-9-37,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Sangahon,PH-SLE-9-38,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Santa Cruz,PH-SLE-9-39,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Santa Ines,PH-SLE-9-40,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Santo Ni,PH-SLE-9-41,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Silo-o,PH-SLE-9-42,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Sumalsag,PH-SLE-9-43,8704
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Taliwa (Pob.),PH-SLE-9-44,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Tigbawan I,PH-SLE-9-45,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Tigbawan II,PH-SLE-9-46,6603
Southern Leyte,PH-SLE,Malitbog,PH-SLE-9,Timba,PH-SLE-9-47,6603
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Basiao (Pob.),PH-SLE-10-0,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Buenavista,PH-SLE-10-1,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Bunga,PH-SLE-10-2,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Burgos (Pob.),PH-SLE-10-3,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Cabuyao Norte,PH-SLE-10-4,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Cabuyao Sur,PH-SLE-10-5,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Campo (Pob.),PH-SLE-10-6,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Cantutang,PH-SLE-10-7,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Danlagan,PH-SLE-10-8,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Dinahugan,PH-SLE-10-9,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Duhat,PH-SLE-10-10,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Hinguiwin,PH-SLE-10-11,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Kinagunan Ibaba,PH-SLE-10-12,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Kinagunan Ilaya,PH-SLE-10-13,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Laca,PH-SLE-10-14,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Lipata,PH-SLE-10-15,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Lungsodaan,PH-SLE-10-16,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Marao,PH-SLE-10-17,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Marquez,PH-SLE-10-18,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Poblacion,PH-SLE-10-19,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Punta (Pob.),PH-SLE-10-20,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Rizal,PH-SLE-10-21,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,San Isidro,PH-SLE-10-22,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,San Juan,PH-SLE-10-23,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,San Vicente,PH-SLE-10-24,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Santa Sofia,PH-SLE-10-25,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Santo Rosario,PH-SLE-10-26,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Sipa,PH-SLE-10-27,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Tangkaan,PH-SLE-10-28,6602
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Tulay Buhangin,PH-SLE-10-29,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Villapaz,PH-SLE-10-30,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Walay,PH-SLE-10-31,4303
Southern Leyte,PH-SLE,Padre Burgos,PH-SLE-10,Yawe,PH-SLE-10-32,4303
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Badiang,PH-SLE-11-0,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Balongbalong,PH-SLE-11-1,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Buenavista,PH-SLE-11-2,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Bulawan,PH-SLE-11-3,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Canlawis,PH-SLE-11-4,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Catbawan,PH-SLE-11-5,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Caubang,PH-SLE-11-6,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Cogon,PH-SLE-11-7,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Dan-an,PH-SLE-11-8,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Lobo,PH-SLE-11-9,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Mainit,PH-SLE-11-10,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Manglit,PH-SLE-11-11,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Nueva Estrella Norte,PH-SLE-11-12,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Nueva Estrella Sur,PH-SLE-11-13,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Poblacion Ibabao,PH-SLE-11-14,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Poblacion Ubos,PH-SLE-11-15,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Pociano D. Equipilag,PH-SLE-11-16,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Ponod,PH-SLE-11-17,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,San Roque,PH-SLE-11-18,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Santa Cruz,PH-SLE-11-19,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Son-ok I,PH-SLE-11-20,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Son-ok II,PH-SLE-11-21,6614
Southern Leyte,PH-SLE,Pintuyan,PH-SLE-11,Tautag,PH-SLE-11-22,6614
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Atuyan,PH-SLE-12-0,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Ayahag,PH-SLE-12-1,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Bantawon,PH-SLE-12-2,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Bolodbolod,PH-SLE-12-3,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Cabagawan,PH-SLE-12-4,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Carnaga,PH-SLE-12-5,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Catmon,PH-SLE-12-6,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Guinsaugon,PH-SLE-12-7,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Himatagon (Pob.),PH-SLE-12-8,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Himbangan,PH-SLE-12-9,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Himos-onan,PH-SLE-12-10,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Hinabian,PH-SLE-12-11,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Hindag-an,PH-SLE-12-12,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Kauswagan,PH-SLE-12-13,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Libas,PH-SLE-12-14,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Lipanto,PH-SLE-12-15,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Magatas,PH-SLE-12-16,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Magbagacay,PH-SLE-12-17,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Mahayag,PH-SLE-12-18,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Mahayahay,PH-SLE-12-19,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Malibago,PH-SLE-12-20,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Malinao,PH-SLE-12-21,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Nueva Esperanza (Cabac-an),PH-SLE-12-22,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Panian,PH-SLE-12-23,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,San Isidro,PH-SLE-12-24,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Santa Cruz,PH-SLE-12-25,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Sug-angon,PH-SLE-12-26,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Tabontabon,PH-SLE-12-27,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Tambis I,PH-SLE-12-28,6616
Southern Leyte,PH-SLE,Saint Bernard,PH-SLE-12,Tambis II,PH-SLE-12-29,6616
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Alegria,PH-SLE-13-0,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Anislagon,PH-SLE-13-1,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Barangay 1 (Pob.),PH-SLE-13-2,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Barangay 2 (Pob.),PH-SLE-13-3,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Barangay 3 (Pob.),PH-SLE-13-4,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Barangay 4 (Pob.),PH-SLE-13-5,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Barangay 5 (Pob.),PH-SLE-13-6,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Bayugan 2,PH-SLE-13-7,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Bitan-agan,PH-SLE-13-8,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Bongawisan,PH-SLE-13-9,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Bongbong,PH-SLE-13-10,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Borbon,PH-SLE-13-11,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Buenasuerte,PH-SLE-13-12,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Cabunga-an,PH-SLE-13-13,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Cahayag,PH-SLE-13-14,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Caimpugan,PH-SLE-13-15,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Campo,PH-SLE-13-16,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Causi,PH-SLE-13-17,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Central (Pob.),PH-SLE-13-18,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Consuelo,PH-SLE-13-19,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Dakit (Pob.),PH-SLE-13-20,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Das-agan,PH-SLE-13-21,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Ebro,PH-SLE-13-22,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Esperanza,PH-SLE-13-23,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Gabi,PH-SLE-13-24,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Habay,PH-SLE-13-25,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Himensulan,PH-SLE-13-26,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Hubang,PH-SLE-13-27,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Karaus,PH-SLE-13-28,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Ladgadan,PH-SLE-13-29,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Lapinigan,PH-SLE-13-30,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Lucac,PH-SLE-13-31,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Malico,PH-SLE-13-32,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Marayag,PH-SLE-13-33,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Mate,PH-SLE-13-34,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Montealegre,PH-SLE-13-35,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Napantao,PH-SLE-13-36,6613
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,New Visayas,PH-SLE-13-37,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Northern Poblacion,PH-SLE-13-38,6050
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Ormaca,PH-SLE-13-39,8501
Southern Leyte,PH-SLE,San Francisco,PH-SLE-13,Pasanon,PH-SLE-13-40,6613
